"M-0019","a penitência de São Cristóvão","Albrecht Dürer (Alemanha,1471-1528)","Séc. XV. c. 1497","Alemanha","Gravura em metal","18,4 x 15,0 cm; c/ mold: 30,8 x 23,9 x 1,7 cm  ","","Artes Visuais - Gravura","","Biblioteca","Izadora Bertussi","Paulo de Freitas Costa"
"M-0020","Peitoral / colar","","?","?","Bronze (?)","52,9  cm comprim.","Corrente formada por pequenas cabeças.","Objetos Pessoais - Objeto de Adorno","","Biblioteca","Izadora Bertussi","André Schneck Lima"
"M-0021","Virgem com Menino (madonna da pÊra)","Jerome Wierix (Antwerp,1553-1619), cópia de Albrecht Dürer (1471-1528)","Séc. XVI","Holanda","Água-forte sobre papel.","15,8 x 11,0 cm","","Artes Visuais - Gravura","","Biblioteca","Izadora Bertussi","Paulo de Freitas Costa"
"M-0022","Lieven Van Coppenol","Rembrandt van Rijn (1606, Leiden - 1669, Amsterdam)","Séc. XVII - 1658 (?)","Holanda","Água-forte.","20,4 x 17,6 cm","","Artes Visuais - Gravura","","Biblioteca","Izadora Bertussi","Mila Barbosa"
"M-0023","nu masculino sentado","Rembrandt van Rijn (1606, Leiden - 1669, Amsterdam)","Séc. XVII - 1646","Holanda","Água-forte.","9,7 x 16,7 cm","","Artes Visuais - Gravura","","Biblioteca","Izadora Bertussi","André Schneck Lima"
"M-0024","Cristo e as mulheres de Samara","Rembrandt van Rijn (1606, Leiden - 1669, Amsterdam)","Séc. XVII - 1658","Holanda","Água-forte.","15,0 x 18,4 cm","","Artes Visuais - Gravura","","Biblioteca","Izadora Bertussi","Ana Maria Odelius"
"M-0025","negra deitada","Rembrandt van Rijn (1606, Leiden - 1669, Amsterdam)","Séc. XVII - 1658","Holanda","Água-forte.","8,7 x 16,2 cm ","","Artes Visuais - Gravura","","Biblioteca","Izadora Bertussi","Paulo de Freitas Costa"
"M-0026","palma de parede","","Séc. XX (?)","Itália","Madeira entalhada com douramento.","102,8 x 35,0 x 6,3 cm","Par (M-0027).","Interiores - Acessórios de Interiores","","Biblioteca","Izadora Bertussi","Paulo de Freitas Costa"
"M-0027","Palma de parede","","Séc. XX (?)","Itália","Madeira entalhada com douramento.","102,4 x 35,0 x 6,3 cm","Par (M-0026).","Interiores - Acessórios de Interiores","","Biblioteca","Izadora Bertussi","Paulo de Freitas Costa"
"M-0028","instrumentos para lareira","","Séc. XIX","França","Bronze.","65,5 x 27,6 x 23,4 cm (suporte)","4 peças: suporte, pá, atiçador e tenaz.","Interiores - Condicionadores de Temperatura","","Biblioteca","Izadora Bertussi","Paulo de Freitas Costa"
"M-0029"," Suporte para lenha - chenet","","Séc. XX","França","Bronze.","","Par M-0030. Estilo Luis XVI.","Interiores - Condicionadores de Temperatura","","Biblioteca","Izadora Bertussi","Paulo de Freitas Costa"
"M-0030"," Suporte para lenha - chenet","","Séc. XX","França","Bronze.","","Par M-0029. Estilo Luis XVI.","Interiores - Condicionadores de Temperatura","","Biblioteca","Izadora Bertussi","André Schneck Lima"
"M-0031","sofá","","Séc. XX.","Brasil","Madeira, tecido, plumas","","Três lugares.","Interiores - Peças de Mobiliário","Mobiliário Brasileiro","Biblioteca","Izadora Bertussi","Paulo de Freitas Costa"
"M-0032","Poltrona","","Séc. XIX","França","Madeira entalhada e envernizada; tecido de veludo.","67,0 x 75,2 x 87,6 cm","Par (M-0033).","Interiores - Peças de Mobiliário","Mobiliário Europeu","Biblioteca","Izadora Bertussi","André Schneck Lima"
"M-0033","poltrona","","Séc. XIX","França","Madeira entalhada e envernizada; tecido de veludo","68,7 x 79,4 x 86,0 cm","Par (M-0032).","Interiores - Peças de Mobiliário","Mobiliário Europeu","Biblioteca","Izadora Bertussi","André Schneck Lima"
"M-0034","Virgem com Menino","Anônimo","Séc. XVIII - 1a. metade","França ou Holanda","Terracota","27,0 x 12,2 x 9,4 cm","Estudo (bozzetto) para um monumento.","Artes Visuais - Escultura Religiosa","","Sala de Jantar","Izadora Bertussi","Wipsley Mesquita"
"M-0035","São jerônimo","","Séc. XVIII","Itália","Terracota policromada e dourada.","27,7 x 15,5 x 9,0 cm","","Artes Visuais - Escultura Religiosa","","Sala de Jantar","Izadora Bertussi","Paulo de Freitas Costa"
"M-0036","Anjo em adoração","","Séc. XVIII?","Brasil","Madeira policromada","22,8 x 11,0 x 15,0 cm","Par (M-0037). Peça incompleta: faltam as asas da figura.","Artes Visuais - Escultura Religiosa","Arte Brasileira - Século XVIII e XIX","Sala de Jantar","Izadora Bertussi","Daniele Paro"
"M-0037","Anjo em adoração","","Séc. XVIII?","Brasil","Madeira policromada.","22,8 x 11,0 x 15,0 cm","Par (M-0036). Peça incompleta: faltam as asas da figura.","Artes Visuais - Escultura Religiosa","Arte Brasileira - Século XVIII e XIX","Sala de Jantar","Izadora Bertussi","Daniele Paro"
"M-0038","Nossa Senhora da Conceição","","Séc. XVIII ?","Brasil","Madeira policromada","","","Artes Visuais - Escultura Religiosa","Arte Brasileira - Século XVIII e XIX","Sala de Jantar","Izadora Bertussi","Wipsley Mesquita"
"M-0039","Nossa Senhora da Conceição","","Séc. XVIII?","Brasil","Terracota policromada.","19,5 x 8,3 x 6,2 cm","","Artes Visuais - Escultura Religiosa","Arte Brasileira - Século XVIII e XIX","Sala de Jantar","Izadora Bertussi","Wipsley Mesquita"
"M-0040","Anjo (?)","","Séc. XIX","Brasil","Madeira entalhada e policromada.","15,0 x 5,3 x 6,3 cm","Com cálice na mão.","Artes Visuais - Escultura Religiosa","Arte Brasileira - Século XVIII e XIX","Sala de Jantar","Izadora Bertussi","Wipsley Mesquita"
"M-0041","anjo custódio","","Séc. XVIII?","Brasil","Terracota e baixo-relevo policromado.","23,3 x 19,0 x 4,4 cm","Em forma de placa.","Artes Visuais - Escultura Religiosa","Arte Brasileira - Século XVIII e XIX","Sala de Jantar","Paulo Costa","Wipsley Mesquita"
"M-0042","vIRGEM COM mENINO","","Séc. XIX?","França?","Marfim policromado","14,8 x 6,3 x 4,9 cm","","Artes Visuais - Escultura Religiosa","","Sala de Jantar","Izadora Bertussi","Wipsley Mesquita"
"M-0043","Nossa Senhora das Dores","","Séc. XVIII. 1a. metade","Brasil. Bahia.","Marfim policromado.","19,6 x 6,0 x 3,5 cm . Com pedestal: 22,8 h.","","Artes Visuais - Escultura Religiosa","Arte Brasileira - Século XVIII e XIX","Sala de Jantar","Izadora Bertussi","Wipsley Mesquita"
"M-0044","Cabeça de São Francisco de Assis.","","Séc. XVIII?","Brasil","Madeira entalhada e policromada.","14,1 x 11,5 x 15,2 cm","","Artes Visuais - Escultura Religiosa","Arte Brasileira - Século XVIII e XIX","Sala de Jantar","Izadora Bertussi","Wipsley Mesquita"
"M-0045","Sant'ana Mestra","","Séc. XVIII","Brasil","Terracota policromada e dourada","12,0 x 8,8 x 9,2 cm","","Artes Visuais - Escultura Religiosa","Arte Brasileira - Século XVIII e XIX","Sala de Jantar","Izadora Bertussi","Wipsley Mesquita"
"M-0046","Sant'ana mestra","","Séc. XIX","Brasil","Madeira entalhada, policromada e dourada.","31,6 x 16,0 x 11,5 cm","","Artes Visuais - Escultura Religiosa","Arte Brasileira - Século XVIII e XIX","Sala de Jantar","Izadora Bertussi","Wipsley Mesquita"
"M-0047","sant'ana mestra","","Séc. XVIII?","Brasil","Madeira entalhada e policromada.","10,8 x 4,8 x 3,7 cm ap.","","Artes Visuais - Escultura Religiosa","Arte Brasileira - Século XVIII e XIX","Sala de Jantar","Izadora Bertussi","Wipsley Mesquita"
"M-0048","santa Luzia","Menezes (escola pernambucana)","Séc. XVIII. c. 1735","Brasil. Goiânia.","Terracota policromada e dourada","26,6 x 12,9 x 9,7 cm ap.","","Artes Visuais - Escultura Religiosa","Arte Brasileira - Século XVIII e XIX","Sala de Jantar","Izadora Bertussi","Wipsley Mesquita"
"M-0049","Santa (?)","","Séc. XVIII?","Brasil","Madeira entalhada, policromada e dourada.","10,5 x 4,2 x 3,4 cm","","Artes Visuais - Escultura Religiosa","Arte Brasileira - Século XVIII e XIX","Sala de Jantar","Izadora Bertussi","Wipsley Mesquita"
"M-0050","nossa senhora da assunção","","Séc. XVIII","Brasil. Bahia.","Madeira entalhada, policromada e dourada.","26,7 x 15,3 x 9,2 cm","","Artes Visuais - Escultura Religiosa","Arte Brasileira - Século XVIII e XIX","Sala de Jantar","Izadora Bertussi","Paulo de Freitas Costa"
"M-0051","caixa para faqueiro","","Séc XVIII","Portugal","Madeira entalhada e envernizada; bronze.","56,2 x 49,2 x 29,0 cm","","Interiores - Peças de Mobiliário","Mobiliário Europeu","Sala de Jantar","Izadora Bertussi","Daniela Almeida"
"M-0052","armário","","Séc. XX","Brasil","Madeira entalhada e policromada","116 ,8 x 49,3 x 186,5 cm ap.","Confeccionado a partir de fragmentos diversos.","Interiores - Peças de Mobiliário","Mobiliário Brasileiro","Sala de Jantar","Izadora Bertussi","Paulo de Freitas Costa"
"M-0053","mesa","","Séc. XVIII","Brasil","Madeira entalhada e pintada.","85,0 x 44,5 x 49,5 cm","","Interiores - Peças de Mobiliário","Mobiliário Brasileiro","Sala de Jantar","Izadora Bertussi","Daniela Almeida"
"M-0054","Santa (?)","","Séc. XIV","França","Terracota policromada.","55,5 x 19,5 x 17,3","","Artes Visuais - Escultura Religiosa","","Reserva Técnica 1 (Q. Rosa)","Izadora Bertussi","Paulo de Freitas Costa"
"M-0055","mesa de estrado","","Séc. XVIII","Brasil","Madeira entalhada e envernizada; puxadores de metal.","39,2 x 35,0 x 21,9 cm","","Interiores - Peças de Mobiliário","Mobiliário Brasileiro","Sala de Jantar","Izadora Bertussi","Daniela Almeida"
"M-0056","travessa ","","Séc. XIX","China","Porcelana policromada.","30,9 d. x 3,2 cm h","Estilo folha-de-tabaco. Porcelana chinesa de exportação.","Interiores - Utensílios de Cozinha/Mesa","Arte Oriental","Salão","Izadora Bertussi","Paulo de Freitas Costa"
"M-0057","travessa","","Séc. XIX","China","Porcelana policromada.","31,1 d. x 2,9 cm h","Estilo folha-de-tabaco. Porcelana chinesa de exportação.","Interiores - Utensílios de Cozinha/Mesa","Arte Oriental","Salão","Izadora Bertussi","Paulo de Freitas Costa"
"M-0058","travessa","","Séc. XIX","China","Porcelana policromada.","2,6 x 20,6 x 14,1 cm","Estilo folha-de-tabaco. Porcelana chinesa de exportação.","Interiores - Utensílios de Cozinha/Mesa","Arte Oriental","Salão","Izadora Bertussi","Paulo de Freitas Costa"
"M-0059","prato","","Séc. XIX","China","Porcelana policromada.","22,9d x 3,6h cm","Estilo folha-de-tabaco. Porcelana chinesa de exportação.","Interiores - Utensílios de Cozinha/Mesa","Arte Oriental","Salão","Izadora Bertussi","Paulo de Freitas Costa"
"M-0060","prato","","Séc. XIX","China","Porcelana policromada.","22,9 d. x 3,2 cm","Estilo folha-de-tabaco. Porcelana chinesa de exportação.","Interiores - Utensílios de Cozinha/Mesa","Arte Oriental","Salão","Izadora Bertussi","Paulo de Freitas Costa"
"M-0061","lanterna de procissão","","Séc. XVIII","Brasil","Prata e tecido","58,5 x 27,1 x 25,6 cm","Par M-0062","Interiores - Objetos de Iluminação","Prataria - Exposição","Sala de Jantar","Izadora Bertussi","André Schneck Lima"
"M-0062","lanterna de procissão","","Séc. XVIII","Brasil","Prata e tecido.","58,2 x 25,7 x 25,2 cm ap.","Par M-0061","Interiores - Objetos de Iluminação","Prataria - Exposição","Sala de Jantar","Izadora Bertussi","André Schneck Lima"
"M-0063","travessa","","Séc. XIX","China","Porcelana policromada.","31,6 x 38,1 x 3,5 h","Estilo folha-de-tabaco. Porcelana chinesa de exportação.","Interiores - Utensílios de Cozinha/Mesa","Arte Oriental","Reserva Técnica 2 (Porão)","Izadora Bertussi","Paulo de Freitas Costa"
"M-0064","sopeira","","Séc. XVIII","China","Porcelana policromada.","26,7 x 35,7 x 31,0 cm","Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões.","Interiores - Utensílios de Cozinha/Mesa","Arte Oriental","Sala de Jantar","Izadora Bertussi","Mila Barbosa"
"M-0065","sopeira","","Séc. XVIII","China","Porcelana policromada.","27,2 x 35,5 x 31,0 cm","Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões.","Interiores - Utensílios de Cozinha/Mesa","Arte Oriental","Sala de Jantar","Izadora Bertussi","Mila Barbosa"
"M-0066","Frontão","Mestre Valentim da Fonseca e Silva (c.1750,Serro/MG-1813,Rio de Janeiro/RJ)","Séc. XIX","Brasil. Rio de Janeiro.","Madeira entalhada, pintada e dourada.","275,8 x 49,2 x 47,0 cm ap.","Adaptado para aparador","Construção - Fragmentos de Construção","Arte Brasileira - Século XVIII e XIX","Sala de Jantar","Izadora Bertussi","Paulo de Freitas Costa"
"M-0067","virgem santíssima","","Séc. XVIII","Brasil ?","Madeira policromada","32,5 x 13,4 x 12,4 cm","","Artes Visuais - Escultura Religiosa","Arte Brasileira - Século XVIII e XIX","Sala de Jantar","Izadora Bertussi","Wipsley Mesquita"
"M-0068","Virgem Santíssima (?) ","","Séc. XIX","Brasil","Madeira entalhada, policromada e dourada.","14,2 x 6,8 x 3,3 cm","","Artes Visuais - Escultura Religiosa","Arte Brasileira - Século XVIII e XIX","Sala de Jantar","Izadora Bertussi","Wipsley Mesquita"
"M-0069","divina pastora","","Séc. XVIII. 2a. metade.","Brasil. Pernambuco.","Madeira entalhada, policromada e dourada","23,0 x 13,9 x 10,7 cm ap.","","Artes Visuais - Escultura Religiosa","Arte Brasileira - Século XVIII e XIX","Sala de Jantar","Izadora Bertussi","Wipsley Mesquita"
"M-0070","molheira em forma de peixe com presentoir","","Séc. XIX","China","Porcelana branca com policromia. Joppert/99","9,7 x 20,7 x 9,5 cm ","Par (M-0071). Em forma de peixe. Porcelana chinesa de exportação.","Interiores - Utensílios de Cozinha/Mesa","Arte Oriental","Sala de Jantar","Izadora Bertussi","Mila Barbosa"
"M-0071","molheira em forma de peixe com presentoir","","Séc. XIX","China","Porcelana branca com policromia. Joppert/99","10,3 x 20,9 x 9,5 cm","Par (M-0070). Porcelana chinesa de exportação.","Interiores - Utensílios de Cozinha/Mesa","Arte Oriental","Sala de Jantar","Izadora Bertussi","Mila Barbosa"
"M-0072","sopeira com presentoir","","Séc. XVIII","China","Porcelana policromada.","23,2 x 35,5 x 23,5 cm","Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões, padrão idêntico ao Serviço de D. Joáo VI.","Interiores - Utensílios de Cozinha/Mesa","Arte Oriental","Sala de Jantar","Izadora Bertussi","Mila Barbosa"
"M-0073","cadeira","","Séc. XIX","França","Madeira pintada com douramento; tecido","51,2 x 47,8 x 91,6 cm ap.","Par (M-0074).","Interiores - Peças de Mobiliário","","Sala de Jantar","Izadora Bertussi","Paulo de Freitas Costa"
"M-0074","cadeira","","Séc. XIX","França","Madeira pintada com douramento; tecido","52,1 x 47,9 x 91,7 cm ap.","Par (M-0073).","Interiores - Peças de Mobiliário","","Sala de Jantar","Izadora Bertussi","Paulo de Freitas Costa"
"M-0075","bandeja","","Séc. XX","China","Madeira lacada e policromada.","3,9 x 62,0 x 46,8","","Interiores - Utensílios de Cozinha/Mesa","Arte Oriental","Reserva Técnica 1 (Q. Rosa)","Izadora Bertussi","Wipsley Mesquita"
"M-0076","tocheiro ","","Séc. XIX","Brasil","Madeira entalhada em estado natural.","22,4 x 19,5 x 70,5 cm. Totais: 38,0 d x 74,6 cm h.","Adaptado para mesa. Tampo circular irregular.","Interiores - Objetos de Iluminação","Arte Brasileira - Século XVIII e XIX","Sala de Jantar","Izadora Bertussi","Paulo de Freitas Costa"
"M-0077","tocheiro","","Séc. XIX","Brasil","Madeira entalhada e envernizada.","22,0 x 19,5 x 69,7 cm h  . Total: 37,8 d x 74,6 cm h","Adaptado para mesa. Tampo circular irregular.","Interiores - Objetos de Iluminação","Arte Brasileira - Século XVIII e XIX","Sala de Jantar","Izadora Bertussi","Paulo de Freitas Costa"
"M-0078","cadeira de braços","","Séc. XIX","França","Madeira com policromia, envernizada; palha trançada; tecido.","67,5 x 63,0 x 99,4 cm ap.","","Interiores - Peças de Mobiliário","Mobiliário Europeu","Biblioteca","Izadora Bertussi","André Schneck Lima"
"M-0079","tocheiro","","Séc. XVIII","Brasil","Prata e madeira.","194,2 x 59,7 x 56,8 cm ap.","","Interiores - Objetos de Iluminação","Prataria - Exposição","Sala de Jantar","Izadora Bertussi","Paulo de Freitas Costa"
"M-0080","remate de sanefa","Mestre Valentim da Fonseca e Silva (c.1750,Serro/MG-1813,Rio de Janeiro/RJ)","Séc. XIX","Brasil. Rio de Janeiro.","Madeira entalhada, pintada e dourada; tecido.","108,6 x 31,2 x 55,3 cm. Total: 108,6 x 31,2 x 56,0 cm h","Par (M-0081). Adaptado para console.","Construção - Fragmentos de Construção","Arte Brasileira - Século XVIII e XIX","Sala de Jantar","Izadora Bertussi","Paulo de Freitas Costa"
"M-0081","remate de sanefa","Mestre Valentim da Fonseca e Silva (c.1750,Serro/MG-1813,Rio de Janeiro/RJ)","Séc. XIX","Brasil. Rio de Janeiro.","Madeira entalhada, pintada e dourada; tecido.","108,4 x 35,3 x 59,3 cm ap. ","Par (M-0080). Adaptado para console.","Construção - Fragmentos de Construção","Arte Brasileira - Século XVIII e XIX","Sala de Jantar","Izadora Bertussi","Paulo de Freitas Costa"
"M-0082","incensário","","Séc. XVIII / XIX","China","Faiança pintada em azul cobalto.","30,1 x 23,0 x 11,9","","Artes Visuais - Escultura","Arte Oriental","Armário do Banheiro Principal","Izadora Bertussi","Wipsley Mesquita"
"M-0083","galo","","Séc. XVIII / XIX","China","Faiança pintada em azul cobalto.","39,0 x 22,9 x 12,2","","Artes Visuais - Escultura","Arte Oriental","Armário do Banheiro Principal","Izadora Bertussi","Wipsley Mesquita"
"M-0084","bule","","Séc. XVIII. QING","China","Jade verde celadon","18,3 x 26,0 x 14,3 cm","","Interiores - Utensílios de Cozinha / Mesa","Arte Oriental","Reserva Técnica 1 (Q. Rosa)","Izadora Bertussi","Daniele Paro"
"M-0085","Buda da felicidade","","Séc. XX","China","Porcelana celadon.","20,9 x 15,3 x 12,6 cm","","Artes Visuais - Escultura Religiosa","Arte Oriental","Galeria","Izadora Bertussi","Paulo de Freitas Costa"
"M-0086","recipiente","","Séc. XX. QING","China","Jade verde amarelado","15,0 x 14,1 x 19,2 cm","Par (M-0087). Em forma de sapo.","Embalagens/Recipientes","Arte Oriental","Galeria","Izadora Bertussi","Paulo de Freitas Costa"
"M-0087","recipiente","","Séc. XX. QING","China","Jade verde amarelado","15,8 x 15,0 x 19,3 cm","Par (M-0086). Em forma de sapo.","Embalagens/Recipientes","Arte Oriental","Galeria","Izadora Bertussi","Paulo de Freitas Costa"
"M-0088","incensário","","Séc. XIX","China","Jade; turquesa; metal; madeira entalhada; tecido.","24,0 x 15,7 x 10,4 cm","","Objetos Cerimoniais - Objetos de Culto","Arte Oriental","Reserva Técnica 1 (Q. Rosa)","Izadora Bertussi","Daniele Paro"
"M-0089","Vaso com flores","","Séc. XX","China","Porcelana policromada; jade; ágata; opalina; madeira; fios de seda; miçangas; metal","52 x 27,5 x 27 ap.","Par (M-0099).","Interiores - Acessórios de Interiores","Arte Oriental","Reserva Técnica 1 (Q. Rosa)","Izadora Bertussi","Paulo de Freitas Costa"
"M-0090","relevo","","Séc. XVIII","Alemanha","Marfim esculpido em alto-relevo.","8,7 x 11,2 x 1,9 cm ap.","Com cena de crianças dançando. Formato oval.","Artes Visuais - Escultura","","Reserva Técnica 1 (Q. Rosa)","Izadora Bertussi","Wipsley Mesquita"
"M-0091","relevo","","Séc. XVIII","Alemanha","Marfim esculpido em alto-relevo.","8,9 x 11,0 x 2,1 cm ap."," Cena com crianças e cão. Formato oval.","Artes Visuais - Escultura","","Reserva Técnica 1 (Q. Rosa)","Izadora Bertussi","Wipsley Mesquita"
"M-0092","buda da felicidade com atendente","","Séc. XX","China ","Porcelana celadon pintada a frio.","19,0 x 11,9 x 8,6 cm","","Artes Visuais - Escultura Religiosa","Arte Oriental","Reserva Técnica 1 (Q. Rosa)","Izadora Bertussi","Daniele Paro"
"M-0093","recipiente","","Séc. XVIII / XIX","China","Bronze e cloisonné, com incrustrações em ouro e prata.","24,5 x 17,1 x 8,9 cm","Em forma de figura alada.","Objetos Cerimoniais - Objetos de Culto","Arte Oriental","Galeria","Izadora Bertussi","Mila Barbosa"
"M-0094","Músico","","Séc. XX","China","","26,1 x 14,7 x 12,0 cm","","Artes Visuais - Escultura","Arte Oriental","Reserva Técnica 1 (Q. Rosa)","Izadora Bertussi","Daniele Paro"
"M-0095","bule","","Séc. XIX","China","Cerâmica pintada em azul e branco.","8,8 x 12,9 x 10,0 cm","Par (M-0096). Decorado com motivos geométricos.","Interiores - Utensílios de Cozinha/Mesa","Arte Oriental","Reserva Técnica 1 (Q. Rosa)","Izadora Bertussi","Daniele Paro"
"M-0096","bule","","Séc. XIX","China","Cerâmica pintada em azul e branco; metal.","9,8 x 12,5 x 10,4 cm","Par (M-0095).","Interiores - Utensílios de Cozinha/Mesa","Arte Oriental","Reserva Técnica 1 (Q. Rosa)","Izadora Bertussi","Daniele Paro"
"M-0097","figura masculinacom criança","","Séc. XX","China","Porcelana policromada","22,8 x 16,5 x 12,1 cm","","Artes Visuais - Escultura","Arte Oriental","Reserva Técnica 1 (Q. Rosa)","Izadora Bertussi","Daniele Paro"
"M-0098","incensário","","Séc. XVIII / XIX","China","Bronze e cloisonné","17,0 x 26,3 x 11,8 cm","Em forma de galinha.","Objetos Cerimoniais - Objetos de Culto","Arte Oriental","Galeria","Izadora Bertussi","Wipsley Mesquita"
"M-0099","Vaso com flores","","Séc. XX","China","Porcelana policromada; jade; ágata; opalina; madeira; miçangas; fios de seda; metal.","53,5 x 26,5 x 24,0","Par (M-0089).","Interiores - Acessórios de Interiores","Arte Oriental","Reserva Técnica 1 (Q. Rosa)","Izadora Bertussi","Paulo de Freitas Costa"
"M-0100","console","","Séc. XVIII","Itália","Madeira entalhada, pintada e dourada.","164,0 x 66,0 x 94,7 cm ap.","Par (M-0101). Com quatro pés.","Interiores - Peças de Mobiliário","Mobiliário Europeu","Galeria","Izadora Bertussi","Mila Barbosa"
"M-0101","Console","","Séc. XVIII","Itália","Madeira entalhada, pintada e dourada.","153,0 x 66,6 x 94,7 cm ap.","Par (M-0100). Com quatro pés.","Interiores - Peças de Mobiliário","Mobiliário Europeu","Galeria","Izadora Bertussi","Mila Barbosa"
"M-0102","banqueta","","Séc. XVIII","França. Liège","Madeira entalhada e encerada, tecido bordado com fios de seda.","50,5 x 52,5 x 45,5 cm ap","Estilo Luis XV. Par (M-0103).","Interiores - Peças de Mobiliário","Mobiliário Europeu","Galeria","Izadora Bertussi","Paulo de Freitas Costa"
